Protein,Layer
A0A087WSZ0,10
A0A0J9YXV3,29
A3QJZ6,10
A6NC57,6
A6NI73,10
O00254,10
O00748,11
O43731,10
O60282,8
O60721,10
O75474,11
O94864,11
O94929,11
O95502,10
O95677,10
P05112,2
P06493,6
P09211,16
P0DSO3,10
P0DX04,11
P16870,10
P17516,10
P22003,14
P24723,6
P27361,6
P30085,10
P30953,10
P31641,11
P35913,10
P42224,10
P42695,11
P42765,10
P47929,10
P48067,10
P49773,10
P50995,10
P51811,11
P62910,10
Q00532,6
Q02539,10
Q08289,10
Q12926,10
Q13242,10
Q15544,10
Q16595,10
Q3B7T1,12
Q50LG9,11
Q538Z0,29
Q5JR12,10
Q5VVW2,16
Q60I27,16
Q6UXV4,11
Q6ZUB0,10
Q7L0R7,11
Q7L804,10
Q7LGA3,8
Q7Z589,10
Q7Z7M9,11
Q86VD9,10
Q86Z14,10
Q86Z20,11
Q8IVU3,11
Q8IXQ8,8
Q8IXT5,10
Q8N0U8,10
Q8N103,10
Q8N1P7,10
Q8NEF3,13
Q8NFP7,9
Q8NGU1,10
Q8TDU6,10
Q8TER0,11
Q8WTT0,10
Q8WUA2,10
Q8WWB7,11
Q93050,8
Q96EY8,10
Q96FT9,11
Q96GX8,17
Q96PG2,21
Q96RT1,11
Q9BPX1,6
Q9BQI4,16
Q9BUR5,10
Q9BVV8,28
Q9C0I4,10
Q9GZW8,21
Q9H0I9,10
Q9H1M3,12
Q9H4D5,10
Q9HCU4,10
Q9NWD8,11
Q9P0V8,10
Q9P2E3,6
Q9P2P1,9
Q9UBR5,12
Q9UIK4,6
Q9UKL0,10
Q9UNS2,13
Q9Y5H7,10
A0A0A0MS01,10
A0A5B9,10
A2RUB1,11
A4D2B8,9
A6NCF6,10
A6NFQ2,10
A6NI28,16
A8MVZ5,10
O15541,10
O43155,11
O43194,10
O60412,10
O75132,11
O94850,12
O94888,10
P00918,10
P05455,11
P09603,14
P0CJ87,8
P0CW18,10
P10301,10
P11142,10
P19388,9
P20813,10
P40123,11
P43358,10
P45877,10
P49888,10
P50225,10
P55957,12
P56373,10
P59539,10
P82675,10
Q02318,10
Q05195,10
Q08334,10
Q08648,21
Q13415,10
Q14314,10
Q14623,10
Q15928,5
Q3YBM2,21
Q53G44,5
Q5D0E6,10
Q5I0X7,6
Q5SVZ6,6
Q5SWX8,14
Q5SY68,10
Q66PJ3,24
Q68D06,10
Q6ICB4,10
Q6NSX1,9
Q6UX65,11
Q6ZS27,16
Q75T13,10
Q86VF5,10
Q8IVW1,10
Q8IZC4,10
Q8N7H5,14
Q8N8Z3,14
Q8NEF9,11
Q8NGJ7,10
Q8TAD7,14
Q8TBE9,7
Q8TBY0,10
Q8TE76,8
Q8WTU2,10
Q92545,8
Q96GW7,10
Q96L91,10
Q96Q89,8
Q96S07,14
Q9BR61,10
Q9BSU1,11
Q9BV86,10
Q9BXW9,10
Q9BYW2,9
Q9BZA0,10
Q9GZZ6,10
Q9H2C1,8
Q9H720,9
Q9H7J1,15
Q9H9J4,8
Q9HCM9,16
Q9NRF2,10
Q9NU23,11
Q9NUV7,6
Q9NUV9,10
Q9NUZ1,11
Q9NX02,5
Q9NXF8,10
Q9NYJ7,16
Q9UHB6,10
Q9UHV5,10
Q9UII4,11
Q9UIV1,10
Q9UQ84,10
Q9Y233,10
Q9Y3U8,11
Q9Y5G1,10
A0A0A0MT85,18
A0A0B4J1X8,10
A0A0B4J200,14
A0A0J9YWL9,10
A0A1W2PP97,10
A0A2R8YED5,10
A0JD32,10
A5D6W6,14
O43529,8
O75899,10
O95704,16
O96001,20
P03886,16
P0CG29,10
P12524,10
P13010,10
P19971,10
P25398,10
P29371,10
P31513,10
P35243,10
P43652,18
P50591,10
P51861,1
P52945,8
P55196,17
P60660,10
P98168,5
P98179,10
Q08357,10
Q13077,13
Q13087,10
Q13214,10
Q13617,10
Q13888,10
Q13905,10
Q13946,10
Q14168,11
Q14573,10
Q147U1,16
Q17R55,10
Q494V2,11
Q53RY4,11
Q5T8D3,11
Q5TC79,10
Q5THK1,11
Q5VXJ0,10
Q6S9Z5,11
Q6ZMY9,5
Q6ZNE9,10
Q6ZNG2,8
Q75N03,8
Q7Z4Q2,10
Q7Z7G8,10
Q86TX2,10
Q86XK2,5
Q86XT9,11
Q8IW03,10
Q8IZJ1,16
Q8N0Z3,13
Q8N1B4,10
Q8N4C7,10
Q8NCW6,11
Q8NE63,6
Q8NGE9,10
Q8TAB5,11
Q8TAQ2,10
Q8TBP0,11
Q8TC21,5
Q8WVL7,6
Q96EG1,10
Q96HM7,10
Q96IX9,20
Q96JP9,10
Q96LR2,16
Q96M94,10
Q96PS8,10
Q96T21,10
Q99437,11
Q9BQ75,13
Q9BXK1,6
Q9BXR0,10
Q9BYE0,14
Q9BZJ4,10
Q9C0C7,11
Q9C0G0,5
Q9GZN7,16
Q9H093,6
Q9H158,10
Q9H1B5,10
Q9NP50,11
Q9NQF3,6
Q9NSD7,10
Q9NY27,10
Q9P2M1,6
Q9UL19,16
Q9UM63,6
Q9UN75,10
Q9Y4M8,20
Q9Y606,10
A0A0B4J2A2,10
A0A286YF18,31
A0AUZ9,11
A4D256,6
A6NEQ0,9
A6NKF1,12
A6NNC1,21
A9YTQ3,10
C9JI98,11
O00411,10
O43597,11
O75069,11
O95868,10
O96009,10
P06733,11
P08571,6
P08754,10
P0CJ71,20
P13073,22
P14651,8
P15391,6
P19838,10
P20742,6
P28330,6
P31949,10
P35268,10
P35580,9
P46940,11
P49685,10
P50747,10
P53985,10
P56277,10
P56282,10
P58872,11
P59826,11
P61925,14
P78314,10
P78406,25
Q00587,13
Q01726,10
Q03426,11
Q13188,6
Q14642,10
Q14831,10
Q155Q3,10
Q1RN00,29
Q38SD2,6
Q502W7,11
Q5JU67,21
Q5TIA1,10
Q5W111,10
Q5XG85,14
Q68D10,11
Q6ZMT1,10
Q6ZN11,5
Q6ZS92,13
Q6ZV89,10
Q6ZVN8,10
Q71F56,10
Q7KZI7,6
Q7L3B6,14
Q7RTS6,11
Q7Z4J2,10
Q86XE3,10
Q86YS6,10
Q8IXZ3,8
Q8IYI6,10
Q8N1G1,10
Q8N1I0,10
Q8N1L9,11
Q8N554,19
Q8N823,16
Q8NCR3,10
Q8NHS4,11
Q8WYP3,10
Q8WZ92,10
Q96FL9,11
Q96IX5,11
Q96LR5,10
Q96PP9,11
Q96PT3,8
Q96QE4,10
Q99956,6
Q9BU40,10
Q9BVV7,11
Q9BY79,10
Q9GZU7,16
Q9GZV9,10
Q9NQI0,6
Q9NY26,16
Q9NZN5,10
Q9P2L0,5
Q9UBQ5,12
Q9UBX7,10
Q9UN74,10
Q9Y4E6,9
Q9Y5I1,10
Q9Y5Q9,11
Q9Y662,8
Q9Y6B6,10
A0A075B6J2,10
A0A075B713,14
A0A0A0MT69,18
A2CJ06,10
A2RUB6,11
A6NGE7,16
A6NJR5,16
A6NL46,9
A8MV72,9
A8MVM7,20
A8MXZ3,12
O14511,10
O14920,6
O60494,10
O60760,16
O75153,11
O75431,16
O94777,11
O94856,10
O94991,11
O95059,10
P08237,8
P09012,10
P0C628,10
P11150,11
P11182,9
P21128,16
P21754,10
P22460,14
P25789,14
P39877,16
P43234,10
P47901,10
P48163,10
P49585,16
P49756,11
P51511,10
P55036,10
P59025,10
P61296,10
P67775,10
Q00325,10
Q07666,12
Q11128,8
Q12774,10
Q13490,10
Q13620,10
Q14449,10
Q14679,10
Q15784,10
Q15785,6
Q1KMD3,19
Q3C1V0,10
Q5HYJ1,11
Q5T753,12
Q5VUB5,16
Q5W150,14
Q6L8H1,12
Q6PL18,10
Q6UW88,10
Q6UWD8,6
Q6UX72,10
Q6ZSR6,29
Q7Z353,8
Q86VL8,11
Q86W56,10
Q8IYX7,10
Q8IZH2,10
Q8N1L1,8
Q8N1L4,11
Q8N2A8,10
Q8N4X5,10
Q8N814,14
Q8N976,18
Q8N9P0,14
Q8NAP8,10
Q8NF67,2
Q8NFT6,8
Q8NGM1,10
Q8TCZ2,26
Q8TD35,11
Q8TD94,8
Q92729,14
Q96CM3,10
Q96H40,6
Q96LX7,10
Q96MC4,13
Q96PD4,10
Q9BZP6,6
Q9C0H2,9
Q9GZT6,11
Q9H1J5,10
Q9H521,9
Q9H772,10
Q9NPP4,5
Q9P219,11
Q9UFN0,10
Q9UJF2,10
Q9UKD1,11
Q9Y5G9,10
A0A075B6J6,10
A6NF34,10
A6NFF2,16
A6NNN8,16
D3W0D1,10
O43147,10
O43309,10
O43325,11
O43759,12
O60462,10
O76095,11
O95299,10
P01133,10
P01597,10
P01721,10
P04792,10
P06276,11
P0CG32,11
P0DMQ5,11
P10412,10
P12643,14
P17027,5
P20591,9
P25189,10
P32754,11
P51124,10
P54278,10
P55087,10
P55145,11
P55316,10
P61812,14
P78504,16
P78508,14
Q02643,10
Q03111,10
Q13190,10
Q13308,6
Q13459,10
Q15007,26
Q16549,10
Q16854,10
Q1A5X7,2
Q2M3G0,5
Q3SX64,10
Q5EG05,16
Q5GH70,11
Q5T2L2,10
Q66K66,11
Q6DN72,10
Q6IQ22,10
Q6P996,10
Q6UWN0,10
Q6UXU4,9
Q6ZMG9,10
Q6ZMZ0,14
Q7Z2K6,8
Q86SQ6,10
Q86TI2,8
Q8IZF5,9
Q8IZL9,6
Q8IZU0,31
Q8N427,10
Q8NAB2,10
Q8NAM6,16
Q8NFZ3,10
Q8TC41,7
Q8TEW0,8
Q8WXH2,10
Q92759,10
Q92785,10
Q92882,8
Q96A04,11
Q96AT1,16
Q96C24,10
Q96FE7,10
Q96FS4,16
Q96HU1,16
Q96NN9,5
Q99731,10
Q9BQP9,10
Q9BRP8,10
Q9BV81,17
Q9BZC1,10
Q9H4M7,10
Q9H9E1,6
Q9HA90,7
Q9NPA1,12
Q9NQB0,11
Q9NRC8,10
Q9NRD1,14
Q9NWH7,10
Q9UBS5,10
Q9UHM6,10
Q9UHR6,10
Q9UK55,10
Q9UPY6,14
Q9Y258,10
Q9Y320,10
Q9Y4R8,11
Q9Y6A9,10
A0A0A0MT97,14
A0A804HI29,23
C9J3V5,14
O00270,10
O00294,11
O15205,12
O15266,8
O43490,10
O75309,10
O75312,10
O75473,10
O94829,11
O95954,10
P04075,8
P05165,10
P07333,6
P0C617,10
P0C8F1,10
P0DP24,10
P21291,12
P21980,10
P29017,10
P50281,6
P60228,11
P63104,10
P69905,10
P78330,10
P78362,6
Q00613,10
Q00872,10
Q03403,20
Q0ZGT2,10
Q13069,10
Q13873,6
Q14574,10
Q14CB8,10
Q15345,9
Q5JNZ5,10
Q5SRI9,10
Q5TF58,11
Q5TZF3,14
Q6B9Z1,11
Q6FI81,11
Q6NUN9,14
Q6P4H8,10
Q6TDU7,11
Q76N32,11
Q7Z6E9,11
Q7Z6I5,29
Q8IVJ1,10
Q8IVL1,10
Q8IVM0,10
Q8IY95,10
Q8N239,10
Q8N3F0,14
Q8N4T8,6
Q8N6C7,14
Q8N6D5,6
Q8N7G0,10
Q8N7P3,9
Q8NGU2,10
Q8NH00,10
Q8TD10,19
Q8TE77,8
Q8TED1,10
Q8WUQ7,10
Q8WV99,8
Q96AC1,11
Q96BN2,12
Q96CH1,10
Q96DP5,10
Q96DT6,14
Q96DY7,11
Q96EV8,10
Q96NL0,14
Q96P11,6
Q99259,10
Q9BWK5,11
Q9BY64,10
Q9BZH6,5
Q9H0K1,6
Q9H4W6,10
Q9HC96,10
Q9NPD8,10
Q9NPJ3,10
Q9NRG9,11
Q9NY61,14
Q9NYS7,11
Q9P2B2,10
Q9UBT2,10
Q9UGI8,11
Q9UGK3,10
Q9UKI3,10
Q9UNZ5,9
Q9UP52,10
Q9Y2J0,10
Q9Y2N7,10
Q9Y651,11
Q9Y6Q2,11
W5XKT8,10
A0A075B714,17
A0A1B0GTS1,10
A0A1W2PR80,12
A0A5H1ZRR4,14
A1L170,11
A6NCN2,16
O14581,10
O15264,6
O43324,16
O43663,19
O43741,10
O94826,6
O95376,10
O95394,8
O95886,11
P01024,9
P01732,10
P01920,10
P04070,10
P05089,10
P07498,29
P0C2Y1,11
P10915,10
P12236,10
P27216,16
P33552,22
P36873,10
P40205,14
P42338,8
P42677,11
P49765,10
P49848,11
P51151,10
P51793,11
P55197,10
P55318,10
P55769,9
P57076,11
P61165,31
P83859,10
Q00889,6
Q02161,11
Q13393,10
Q14940,10
Q15911,8
Q16559,14
Q3ZCQ2,29
Q5IJ48,10
Q5NUL3,10
Q6ZQY3,10
Q86T65,10
Q86XK3,11
Q86YL7,11
Q8IUB9,20
Q8IZ26,6
Q8N5D6,10
Q8N635,10
Q8N9Y4,11
Q8NBP7,10
Q8NE31,10
Q8NES8,10
Q8NGF9,10
Q8NHC8,10
Q8NHZ7,11
Q8WUY8,9
Q8WY41,16
Q8WZA9,5
Q92551,10
Q969R8,10
Q96CW5,11
Q96HR8,10
Q96KB5,6
Q99445,10
Q9BQE9,21
Q9BTV5,16
Q9BV23,10
Q9BX73,10
Q9H063,10
Q9H079,13
Q9H3S4,10
Q9H4I3,10
Q9H668,10
Q9H6I2,11
Q9HBH5,10
Q9NW68,10
Q9NXL9,10
Q9NXW2,22
Q9NY33,11
Q9NYL5,15
Q9P032,12
Q9UKD2,10
Q9UKJ5,12
Q9ULH1,11
Q9Y2C2,15
Q9Y2P4,6
Q9Y305,10
Q9Y4K0,10
Q9Y4X4,8
Q9Y646,8
Q9Y6X5,10
A0A075B6H7,10
A6NDD5,11
A6NHG9,10
C9J2P7,10
C9JG80,9
O14786,10
O15259,10
O43583,10
O60271,11
O60921,10
O75526,9
O75925,10
O95232,10
O95628,10
P0C851,10
P0DV73,10
P10275,10
P11511,11
P13500,10
P14406,10
P17927,8
P18075,14
P43627,10
P49638,10
P51665,10
P55042,10
P55822,10
P60606,10
P61923,14
P81408,14
Q10469,8
Q13137,10
Q16778,10
Q1X8D7,11
Q2PZI1,10
Q32M92,17
Q3SY84,11
Q495M3,16
Q49B96,10
Q52MB2,11
Q53RE8,6
Q5RHP9,10
Q5TA31,16
Q5VU97,11
Q5VVX9,10
Q6P5S7,9
Q6PI77,6
Q6R327,10
Q6UE05,31
Q6UWE0,11
Q6YHK3,6
Q6ZTB9,6
Q7L5N7,10
Q7RTV5,10
Q7Z6J6,10
Q7Z7L1,10
Q7Z7N9,11
Q86UU1,10
Q86VZ6,8
Q8IUF1,10
Q8IY63,14
Q8IYA6,11
Q8N609,10
Q8TC76,20
Q8TDN6,10
Q8TDX9,9
Q92185,10
Q96GZ6,10
Q96L94,10
Q96LW1,12
Q96LW9,10
Q96M60,11
Q96PQ7,16
Q99550,14
Q99683,6
Q99933,11
Q9BXD5,8
Q9BXR3,9
Q9BXU2,10
Q9BYQ4,12
Q9GZT9,9
Q9H0A6,10
Q9NPF0,10
Q9NRK6,10
Q9NUH8,10
Q9NY59,10
Q9NYY8,10
Q9UH17,10
Q9UIF8,10
Q9UKK3,10
Q9UKP5,8
Q9ULX5,11
Q9UP79,8
Q9Y295,5
Q9Y2T3,10
Q9Y3A2,10
Q9Y4K3,13
Q9Y5G0,10
Q9Y5R6,11
Q9Y6Y9,10
A0A075B6Z3,20
A0A1B0GTH9,11
A6NLJ0,10
A6NN90,11
A8MYU2,10
B5MCY1,10
D6RJB6,10
K7EIQ3,12
O00764,10
O14640,8
O15155,11
O43824,5
O60294,10
O60296,26
O60826,14
O60894,10
O75362,6
O75607,10
O95760,10
P01780,10
P08236,8
P0C862,10
P0CL85,11
P16452,10
P18084,10
P23416,10
P24863,10
P52597,10
P55085,10
P57078,6
P58062,9
P58513,21
P61224,10
P62745,10
Q06587,10
Q13015,12
Q14520,10
Q15517,11
Q16520,10
Q24JQ0,11
Q4G148,10
Q562E7,9
Q5JRA6,8
Q5JTD0,27
Q5TGP6,10
Q5VYP0,10
Q6H8Q1,11
Q6UXH9,10
Q6ZMI0,16
Q6ZV29,8
Q7Z5Q5,10
Q86T26,10
Q86W92,14
Q8N8D9,14
Q8NA72,10
Q8NB16,6
Q8NCE2,8
Q8NGD4,10
Q8NHS1,9
Q8TAM1,10
Q8TE68,10
Q8WUJ0,10
Q8WXD0,10
Q92581,16
Q92614,10
Q969W9,11
Q96EK6,9
Q96HJ3,12
Q96I82,6
Q96KR4,8
Q96MI9,10
Q96P64,10
Q99595,10
Q9BRJ9,14
Q9BUM1,11
Q9H0L4,10
Q9H1C7,11
Q9H427,10
Q9H444,17
Q9H511,10
Q9H6L5,12
Q9NP74,9
Q9NQ55,14
Q9NSN8,6
Q9NXG2,10
Q9NZN1,16
Q9P0J6,10
Q9P1Y6,10
Q9P242,13
Q9UHJ3,10
Q9UJX3,6
Q9UKR8,10
Q9UL36,5
Q9UNW9,8
Q9Y2Q1,5
Q9Y2X0,14
Q9Y473,5
Q9Y5X4,10
A0A0B4J1Y8,10
A0A0B4J244,10
A0A0G2JNH3,10
A6NK02,16
A6PVS8,9
A8MZ26,10
O14977,10
O15020,10
O43561,19
O43610,10
O60447,10
O75676,6
O75747,10
O95050,10
P00813,12
P05013,10
P07814,11
P0DI82,14
P0DMB2,10
P0DTE1,10
P11940,10
P13349,10
P26373,28
P27169,10
P27482,10
P36956,11
P40926,10
P45954,6
P46063,5
P48594,16
P51589,10
P53680,14
P54750,10
P61326,10
P78543,13
Q08431,10
Q12809,11
Q13111,10
Q13177,6
Q13303,10
Q14249,10
Q15018,10
Q15059,11
Q15653,8
Q17RF5,29
Q3SYG4,10
Q5JRK9,23
Q5T5J6,10
Q5T890,10
Q5TA82,12
Q5W186,10
Q6P158,14
Q6PEX3,21
Q6PK18,11
Q70J99,10
Q7Z7F0,10
Q86U70,14
Q86V71,16
Q86Y33,12
Q8IUZ5,6
Q8IVW6,10
Q8IYB8,10
Q8IYN6,10
Q8IYU8,7
Q8N138,11
Q8N1Q1,10
Q8N2G8,10
Q8N695,11
Q8N8I6,14
Q8N9V3,7
Q8TF40,10
Q8WWQ2,6
Q92890,11
Q93009,10
Q96GX9,10
Q96JZ2,10
Q96LI9,10
Q96MC6,10
Q96MU7,10
Q96N20,6
Q96RS6,13
Q96SB8,9
Q9BXJ8,11
Q9BXT8,10
Q9BYZ8,10
Q9H0Q0,11
Q9H2P9,10
Q9H2X3,10
Q9H3H3,10
Q9H628,10
Q9HCD6,5
Q9NP73,10
Q9NPJ6,12
Q9NTN9,10
Q9NY47,11
Q9NYL4,10
Q9NYY3,6
Q9UBZ9,6
Q9UHP7,10
Q9UNX4,11
A0A0B4J2H0,10
A0A0G2JQZ4,28
A0A1B0GTD5,17
A0A286YFB4,12
A0A5F9ZHS7,10
B2RD01,13
E9PI22,21
G5E9R7,5
O00124,12
O14494,10
O14641,8
O15016,10
O43435,10
O43516,20
O43896,10
O43900,11
O60667,10
O76054,6
O95178,10
O95395,10
O95497,10
P00995,9
P02765,10
P07951,30
P0C7W0,11
P0DJD3,9
P20265,8
P27987,10
P41222,13
P49588,10
P53804,10
P61254,12
P85298,10
Q01740,10
Q13277,10
Q14166,12
Q15637,12
Q16186,10
Q16816,6
Q2QL34,9
Q3MIN7,10
Q59GN2,21
Q5KSL6,10
Q5M9Q1,14
Q5VTL7,6
Q5VWI1,10
Q6NXP6,10
Q6UX53,10
Q6UX71,10
Q6ZRR7,10
Q7L8L6,10
Q86UA6,10
Q8IZP9,9
Q8N1G0,9
Q8N4C6,7
Q8N7A1,10
Q8N816,16
Q8N8A8,9
Q8NCS7,10
Q8NDY3,11
Q8NFJ8,11
Q8TAA3,14
Q8TDX6,10
Q8WUE5,10
Q8WX77,6
Q8WXH6,7
Q93074,11
Q96AQ2,11
Q96FF9,11
Q96GX5,6
Q96HV5,10
Q96M78,28
Q96SU4,10
Q96TA2,10
Q9BQF6,11
Q9BRY0,16
Q9BTT6,11
Q9BUB5,6
Q9BUN1,10
Q9BXC9,10
Q9BYW1,10
Q9C0C4,10
Q9H2S5,10
Q9H4B4,6
Q9H596,10
Q9H6V9,10
Q9H9S4,10
Q9NPG8,10
Q9NQG6,10
Q9NTX5,10
Q9NUM4,10
Q9NW61,10
Q9NYK1,9
Q9NZP5,10
Q9UI46,10
Q9UN70,10
Q9UNH6,10
Q9Y3V2,10
Q9Y5P8,10
Q9Y6N3,10
A0A075B6R9,10
A0A075B6U6,10
A0A8I5KYS1,19
A1A5C7,10
A8MVW5,10
A8MWA6,10
C9JRZ8,10
O00327,11
O14559,10
O14730,10
O14735,11
O60882,6
O75689,10
O75920,16
O95965,6
P05062,10
P0CB48,12
P0DMV8,10
P10074,10
P13984,12
P18124,14
P19419,10
P26045,10
P28065,14
P28068,10
P30740,16
P31314,8
P39019,9
P42226,10
P45844,10
P51854,10
P55089,10
P58557,10
P59537,10
P82912,10
Q13516,10
Q13939,10
Q14952,10
Q15334,10
Q16587,5
Q5T8I3,10
Q5TGY3,10
Q5VVB8,11
Q68CQ4,10
Q6NSI1,8
Q6P9F5,10
Q6PKX4,10
Q6TDP4,10
Q6TFL4,10
Q6UX39,29
Q6ZRK6,11
Q7RTR2,11
Q7RTT6,11
Q86TJ2,10
Q86U86,10
Q86UP2,24
Q86VX9,10
Q8IU60,10
Q8IUW5,10
Q8IXM6,11
Q8IZ83,13
Q8IZE3,10
Q8N148,10
Q8N434,10
Q8N456,6
Q8N6N7,11
Q8N6U2,14
Q8N967,10
Q8ND61,10
Q8WU58,14
Q8WXD9,11
Q8WXQ8,10
Q92876,10
Q96AJ9,10
Q96E40,14
Q96GC9,10
Q96JK4,10
Q96NL3,5
Q96NR7,21
Q96PM5,7
Q96SJ8,10
Q9BRR9,10
Q9BVJ6,16
Q9C035,16
Q9H0D6,10
Q9HBL6,15
Q9NQ40,10
Q9NR71,16
Q9NTK5,10
Q9NX62,10
Q9NYF8,11
Q9P2W1,10
Q9UHQ9,17
Q9UKR0,10
Q9ULM6,6
Q9ULX3,10
Q9Y2W3,10
Q9Y5C1,10
Q9Y5F8,10
Q9Y6M9,14
A0A087WTH1,10
A0A1B0GTI1,29
A0A8V8TII8,15
A4D1E9,8
O43670,11
O60264,6
O60383,10
O75603,14
O94941,12
O95237,16
O95727,10
P00326,10
P00738,10
P01599,10
P02686,11
P05976,10
P08253,6
P09669,9
P0C645,10
P11802,6
P13497,11
P13942,9
P14550,10
P14854,10
P15309,10
P21731,10
P22102,10
P23378,10
P30153,9
P40126,10
P43699,8
P47914,11
P48637,13
P55072,5
P56817,10
P62861,10
P63136,10
P80098,10
P82673,10
Q13255,10
Q14112,10
Q14507,14
Q15078,11
Q15293,10
Q15389,10
Q495Y8,11
Q5TEU4,10
Q6P0A1,26
Q6PHR2,6
Q6S8J3,10
Q6X784,10
Q6ZMV8,16
Q70E73,10
Q7Z3S7,11
Q7Z601,10
Q7Z6J8,10
Q7Z7G0,10
Q86VE9,11
Q86WK6,10
Q8IXF0,10
Q8IZY2,10
Q8NA31,10
Q8NAV1,10
Q8NEP9,5
Q8NFZ8,10
Q8NGX3,10
Q8NH67,10
Q8TAE6,10
Q8TBC5,10
Q8WUB2,13
Q969Q5,10
Q96AX9,10
Q96B42,11
Q96NL1,11
Q96NL8,10
Q96QB1,16
Q96R05,13
Q9BQ15,10
Q9BR77,11
Q9BRR6,11
Q9BZD2,16
Q9BZR6,10
Q9H4A9,10
Q9H5V8,10
Q9H9S3,11
Q9HCS4,11
Q9NWW5,16
Q9NXU5,10
Q9NZJ5,6
Q9UBF6,11
Q9UBZ4,10
Q9UHD1,11
Q9UJ83,10
Q9UKI8,10
Q9UL62,10
Q9UQP3,10
Q9Y216,11
Q9Y6J3,14
A0A0C4DH26,10
A0A1B0GX31,10
A0A3B3IT52,10
A0A7I2V2S6,29
A6NDI0,16
A6NMU1,10
A8MZ36,10
B2RV13,12
O14519,13
O14558,10
O14782,8
O43312,10
O43567,10
O43920,10
O60469,10
O94868,10
O95831,10
P02462,16
P02730,10
P06310,10
P08263,16
P15514,10
P17029,10
P17693,10
P19525,6
P21912,10
P35414,10
P35612,10
P42262,10
P42830,10
P47874,16
P51114,10
P52926,14
P53370,10
P54753,6
Q00056,8
Q01201,10
Q03431,10
Q12800,10
Q13608,5
Q14232,10
Q14241,10
Q14CX5,10
Q15166,10
Q2TBA0,10
Q49MI3,10
Q5JRM2,32
Q5JUW0,11
Q5JUX0,10
Q5T3J3,11
Q5T7N3,10
Q5VXT5,12
Q6GPH4,10
Q6IE38,9
Q6RVD6,29
Q6UWN5,10
Q6UX06,13
Q6ZWH5,6
Q7LDG7,10
Q7Z614,10
Q7Z6L0,11
Q8IV45,16
Q8IV63,9
Q8IWP9,14
Q8IZD0,10
Q8N2W9,10
Q8N5Y8,10
Q8N8Z6,10
Q8NA58,10
Q8NCW5,10
Q8NG81,10
Q8NGQ1,10
Q8NGZ9,10
Q8NH09,10
Q8WXX0,5
Q92966,11
Q969G6,10
Q96CP6,10
Q96DZ1,16
Q96E29,10
Q96EH5,21
Q96PT4,8
Q96QC0,11
Q9BQE5,11
Q9BRS8,10
Q9BZ97,21
Q9H257,11
Q9H4I2,8
Q9HC35,5
Q9HCC8,8
Q9NPD7,10
Q9NVR2,11
Q9NYN1,10
Q9NYQ7,10
Q9UBP9,10
Q9UBY8,10
Q9ULW5,10
Q9Y2Q5,10
Q9Y2Z0,10
Q9Y4E1,14
A0A075B6K5,10
A0A0B4J265,10
A0A1B0GVG4,26
A0A1W2PQJ5,10
A0A8I5KTY6,6
A6NLI5,16
A6NNM3,13
A7MD48,27
E9PGG2,8
O00110,6
O00559,22
O15116,10
O15498,10
O43506,8
O60656,10
O75409,16
P05787,11
P07237,10
P0DJI8,17
P0DMV9,10
P22079,11
P22674,11
P23327,18
P32246,10
P35227,10
P36941,9
P40189,10
P46092,10
P48060,10
P48551,10
P49459,10
P54219,10
P63121,10
P63316,9
Q07021,14
Q0VD83,11
Q10587,11
Q12965,10
Q13434,10
Q13461,10
Q14184,10
Q14541,10
Q14558,10
Q14790,10
Q2PPJ7,16
Q5SYE7,13
Q5T9C2,10
Q5VVH5,10
Q6NTF7,10
Q6P2D8,11
Q6ZMV7,10
Q7Z6K4,10
Q7Z739,10
Q86UD7,16
Q86UU5,20
Q86X45,10
Q86Y25,5
Q8IUB2,20
Q8IWL2,10
Q8IXQ6,10
Q8N3X1,10
Q8N9V6,6
Q8NB37,10
Q8NBM8,12
Q8NCU4,11
Q8NGJ5,10
Q8NH07,10
Q8TDS4,10
Q92994,10
Q969N4,10
Q96EN8,10
Q96HF1,10
Q96Q27,11
Q96S42,14
Q96S55,10
Q99661,10
Q99720,10
Q9BRV8,11
Q9BWX5,10
Q9BYC5,16
Q9GZN6,11
Q9H2M3,10
Q9H488,16
Q9H981,10
Q9HBI1,10
Q9HCF6,10
Q9NQZ5,10
Q9NYS0,10
Q9NYW4,10
Q9NYX4,9
Q9P0P8,12
Q9UBM1,10
Q9UEE5,6
Q9UGM6,11
Q9ULU8,10
Q9UMR5,10
Q9UMX3,10
Q9Y2H1,6
Q9Y2Q0,10
Q9Y5X5,10
A0A087WV53,6
A0A0A0MT70,14
A0A0D9SF12,12
A0A0K0K1G8,10
A8MW99,11
A8MXQ7,10
F8W1W9,21
O00187,10
O14497,10
O14556,10
O14732,10
O15126,11
O15234,11
O15315,10
O43395,10
O43679,14
O60477,19
O95990,10
P01742,10
P06734,10
P07288,10
P08729,11
P0DJ07,26
P0DN87,10
P0DSN7,10
P11712,10
P13805,11
P14324,11
P20248,11
P22531,12
P31270,8
P37288,10
P40225,19
P41236,10
P42229,10
P51798,11
P53597,10
P62495,10
P62750,11
P81534,16
Q08752,16
Q12837,8
Q13094,10
Q13474,10
Q15545,10
Q16649,11
Q2V2M9,10
Q3C1V8,8
Q4G0N7,28
Q4LDG9,6
Q5HYN5,10
Q5SGD2,10
Q69YG0,10
Q6QNY1,10
Q6ZN55,5
Q6ZSJ9,10
